,County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2014 Population,Population.Population per Square Mile
171,Randolph,AR,19.9,22.5,5.7,12.3,80.4,0.5,0.4,0.9,1.9,0.0,1.3,96.8,95.2,34418,18871,21.8,17571,27.6
172,St. Francis,AR,13.9,22.5,6.4,11.7,76.0,0.7,0.6,52.7,4.4,0.0,1.5,44.5,41.1,30873,15511,28.4,26899,44.5
173,Saline,AR,17.1,23.8,6.0,23.4,89.2,0.6,1.1,6.6,4.2,0.1,1.4,90.3,86.6,55348,25962,8.6,115719,148.0
174,Scott,AR,18.7,23.6,5.7,11.6,77.0,2.3,3.8,0.7,7.6,0.0,2.1,91.1,84.3,37448,18934,20.0,10693,12.6
175,Searcy,AR,23.6,20.3,5.0,12.0,74.1,1.4,0.2,0.3,2.1,0.0,2.5,95.5,93.7,30779,16731,26.1,7929,12.3
176,Sebastian,AR,14.5,24.5,6.8,19.2,82.2,2.3,4.5,6.8,13.4,0.3,3.4,82.9,71.1,40471,23222,21.2,126776,236.4
177,Sevier,AR,13.6,28.8,7.7,8.6,66.3,3.3,0.5,4.5,32.7,0.3,2.4,89.0,58.6,35153,16021,24.4,17426,30.2
178,Sharp,AR,25.7,20.4,5.2,11.0,83.0,1.0,0.4,0.8,2.1,0.0,1.9,95.9,94.0,30861,16714,23.9,16906,28.6
179,Stone,AR,25.4,20.1,4.9,14.2,78.9,0.8,0.4,0.4,1.8,0.0,1.8,96.6,95.0,29832,17403,25.5,12494,20.4
180,Union,AR,16.6,23.9,6.5,16.1,82.4,0.6,0.8,32.6,3.6,0.1,1.5,64.4,61.5,37435,20718,21.5,40227,40.1
181,Van Buren,AR,24.6,19.7,4.9,13.6,81.4,0.9,0.4,0.5,3.1,0.0,1.9,96.3,93.5,32517,18782,24.5,16851,24.4
182,Washington,AR,10.7,25.3,7.4,28.7,82.6,1.5,2.6,3.5,16.2,2.5,2.6,87.3,72.2,41248,23264,20.7,220792,215.6
183,White,AR,15.1,23.8,6.5,18.1,82.6,0.7,0.7,4.6,4.2,0.1,1.9,92.2,88.4,42487,21793,17.5,78592,74.5
184,Woodruff,AR,21.2,21.9,5.7,10.1,73.6,0.3,0.2,26.9,1.5,0.1,1.7,70.7,69.5,28259,19087,24.3,6910,12.4
185,Yell,AR,17.1,25.1,6.5,9.4,71.3,1.0,1.6,2.1,18.9,0.1,1.4,93.9,76.1,35535,16992,22.7,21951,23.9
186,Alameda,CA,12.5,21.4,6.1,41.8,86.4,1.1,28.9,12.1,22.7,1.0,5.2,51.7,32.8,72112,35763,12.5,1610921,2043.6
187,Alpine,CA,21.1,20.0,3.3,31.2,90.4,24.7,1.3,0.3,9.6,0.0,3.4,70.3,64.7,58636,25527,16.6,1116,1.6
188,Amador,CA,25.1,15.3,3.7,19.3,88.1,2.2,1.4,2.1,13.0,0.2,3.3,90.7,79.6,53684,27347,12.6,36742,64.1
189,Butte,CA,17.0,20.2,5.4,24.4,87.7,2.5,4.6,1.8,15.5,0.3,4.2,86.6,73.5,43752,23787,20.4,224241,134.4
190,Calaveras,CA,25.1,17.7,3.9,21.2,92.8,1.9,1.5,1.0,11.5,0.2,3.5,91.9,82.1,55295,29329,10.9,44624,44.7
191,Colusa,CA,13.1,28.0,7.4,13.8,69.4,2.6,1.8,1.2,58.1,0.6,2.3,91.6,36.7,52158,21579,12.5,21419,18.6
192,Contra Costa,CA,14.2,23.4,5.8,39.0,88.8,1.0,16.4,9.6,25.2,0.6,5.1,67.3,45.6,78756,38219,10.5,1111339,1465.2
193,Del Norte,CA,15.6,21.2,5.8,14.0,79.1,9.0,3.7,3.5,19.0,0.2,5.0,78.6,63.3,37909,19072,21.8,27212,28.4
194,El Dorado,CA,18.0,20.9,4.4,32.0,93.2,1.3,4.0,1.0,12.7,0.2,3.6,89.8,78.7,69297,34884,9.0,183087,106.0
195,Fresno,CA,11.2,28.9,8.3,19.6,73.1,3.0,10.7,5.9,51.9,0.3,3.0,77.2,30.9,45563,20208,26.0,965974,156.2
196,Glenn,CA,14.9,26.7,7.0,14.6,72.3,2.9,3.0,1.2,40.4,0.2,2.7,90.0,53.0,43023,22148,18.8,27955,21.4
197,Humboldt,CA,15.4,19.5,5.4,27.5,90.4,6.2,2.8,1.4,10.8,0.3,5.4,84.0,75.5,41426,23540,20.4,134809,37.7
198,Imperial,CA,12.0,28.5,8.3,13.3,64.5,2.6,2.3,3.5,82.3,0.2,1.7,89.7,12.3,41807,16763,23.3,179091,41.8
199,Inyo,CA,21.4,20.6,6.0,21.4,88.1,12.8,1.6,1.0,20.9,0.1,3.1,81.4,64.3,44796,27441,12.8,18410,1.8
200,Kern,CA,9.9,29.4,8.4,15.0,72.4,2.6,5.0,6.3,51.5,0.3,3.0,82.7,36.2,48552,20295,22.9,874589,103.3
201,Kings,CA,9.1,27.5,7.9,12.9,71.0,3.0,4.4,7.3,53.2,0.3,3.6,81.3,33.7,48133,18429,21.0,150269,110.1
202,Lake,CA,20.6,20.4,5.8,16.2,85.4,4.1,1.4,2.1,19.1,0.3,4.5,87.7,72.1,36548,21537,25.0,64184,51.5
203,Lassen,CA,12.5,17.0,4.5,13.1,79.4,4.2,1.4,8.8,18.5,0.6,3.4,81.6,66.0,53107,19931,16.9,31749,7.7
204,Los Angeles,CA,12.2,22.8,6.4,29.7,76.6,1.5,14.8,9.2,48.4,0.4,2.9,71.3,26.8,55909,27749,17.8,10116705,2419.6
205,Madera,CA,12.8,27.6,7.5,13.6,68.5,4.5,2.5,4.3,56.1,0.3,2.4,86.0,35.8,45625,17847,22.8,154548,70.6
206,Marin,CA,19.4,20.5,4.8,54.6,92.4,1.1,6.1,2.9,16.0,0.3,3.7,86.0,72.2,90839,56791,7.7,260750,485.1
207,Mariposa,CA,24.5,16.7,4.4,21.3,87.7,3.4,1.4,1.1,10.3,0.2,3.8,90.1,81.4,49820,26988,16.1,17682,12.6
208,Mendocino,CA,18.9,21.9,6.2,22.0,85.2,6.3,2.2,1.0,24.1,0.3,4.0,86.3,66.2,43469,23306,20.0,87869,25.1
209,Merced,CA,10.5,30.0,8.1,12.6,66.7,2.5,8.1,4.2,57.5,0.4,3.0,82.0,29.5,42591,18177,25.4,266353,132.2
210,Modoc,CA,23.2,20.1,4.7,18.7,84.8,5.1,1.2,1.2,14.8,0.3,3.2,88.9,77.6,36212,21200,21.0,9023,2.5
211,Mono,CA,11.8,19.5,5.0,29.8,83.8,2.9,1.8,0.8,27.9,0.3,2.7,91.6,65.8,61757,28046,8.5,13997,4.7
212,Monterey,CA,12.0,26.4,7.7,23.0,71.0,2.7,6.9,3.5,57.4,0.6,3.7,82.6,31.2,59168,24775,17.0,431344,126.5
213,Napa,CA,16.8,21.8,5.4,31.3,83.1,1.2,8.1,2.4,33.7,0.4,3.2,84.8,53.7,70443,34795,10.1,141667,182.4
214,Nevada,CA,23.4,17.8,4.2,32.3,94.3,1.2,1.4,0.6,9.2,0.2,3.0,93.6,85.6,57353,32346,12.0,98893,103.1
215,Orange,CA,13.1,23.0,6.1,36.8,83.8,1.1,19.6,2.1,34.3,0.4,3.3,73.5,42.0,75422,34057,12.4,3145515,3807.7
216,Placer,CA,17.8,22.9,5.4,35.1,93.6,1.1,7.1,1.7,13.5,0.2,4.0,85.9,74.2,72725,34886,8.7,371694,247.6
217,Plumas,CA,24.7,17.2,4.4,22.6,89.9,3.2,1.1,1.2,8.4,0.1,3.5,90.9,84.0,45794,29806,15.2,18606,7.8
218,Riverside,CA,13.2,26.3,6.8,20.5,79.6,1.9,6.8,7.0,47.4,0.4,3.4,80.5,37.4,56529,23591,16.2,2329271,303.8
219,Sacramento,CA,12.8,24.4,6.7,28.0,85.9,1.5,15.8,10.9,22.5,1.2,6.0,64.6,46.6,55064,26739,17.6,1482026,1470.8
220,San Benito,CA,11.4,26.8,6.7,18.2,76.9,3.1,3.5,1.3,58.3,0.4,3.3,88.4,36.0,66237,25914,11.9,58267,39.8
221,San Bernardino,CA,10.3,27.2,7.3,18.7,78.2,2.0,7.3,9.5,51.7,0.5,3.4,77.3,30.6,54090,21332,18.7,2112619,101.5
222,San Diego,CA,12.7,22.3,6.6,34.6,85.5,1.3,11.9,5.6,33.2,0.6,4.3,76.3,46.7,62962,30668,14.4,3263431,735.8
223,San Francisco,CA,14.4,13.4,4.6,52.4,86.3,0.8,34.9,5.8,15.3,0.5,4.2,53.8,41.2,75604,48486,13.5,852469,17179.1
224,San Joaquin,CA,11.8,27.8,7.3,18.1,77.3,2.0,15.9,8.1,40.5,0.7,5.2,68.1,34.0,53380,22589,18.2,715597,492.6
225,San Luis Obispo,CA,17.5,18.1,4.8,31.5,89.6,1.4,3.8,2.2,22.0,0.2,3.4,89.0,69.5,58697,29954,14.3,279083,81.7
226,San Mateo,CA,14.7,21.5,6.1,44.4,88.6,0.9,27.7,3.0,25.3,1.6,4.4,62.5,40.4,88202,45732,7.6,758581,1602.2
227,Santa Barbara,CA,14.0,22.4,6.4,31.3,79.1,2.2,5.7,2.4,44.4,0.2,3.5,85.9,45.9,62779,30352,16.0,440668,155.0
228,Santa Clara,CA,12.2,23.1,6.5,46.5,86.5,1.3,34.9,2.9,26.6,0.5,4.0,56.4,33.3,91702,41513,10.2,1894605,1381.0
229,Santa Cruz,CA,13.5,20.1,5.6,37.0,84.9,1.8,4.8,1.4,33.2,0.2,4.1,87.7,58.2,66519,32295,14.6,271804,589.4
230,Shasta,CA,19.2,21.6,5.8,18.8,88.4,3.1,3.0,1.1,9.4,0.2,4.2,88.5,80.9,44651,23670,17.5,179804,46.9
231,Sierra,CA,26.8,15.7,3.3,18.5,89.4,1.9,0.5,0.4,9.7,0.1,2.3,94.8,86.2,39009,24996,19.4,3003,3.4
232,Siskiyou,CA,22.7,20.3,5.4,23.9,89.0,4.7,1.3,1.4,11.9,0.3,5.0,87.2,77.5,37709,22293,21.0,43628,7.2
233,Solano,CA,13.5,22.9,6.0,24.3,87.2,1.3,15.6,14.8,25.6,1.0,6.7,60.6,39.6,67177,28929,13.0,431131,503.0
234,Sonoma,CA,16.7,20.6,5.3,32.2,86.7,2.2,4.3,1.9,26.1,0.4,3.8,87.4,64.6,63356,32835,11.9,500292,307.1
235,Stanislaus,CA,12.1,27.3,7.3,16.4,76.4,1.9,5.9,3.3,44.1,0.9,3.9,84.1,44.3,49297,21663,20.3,531997,344.2
236,Sutter,CA,14.5,26.4,6.7,18.7,78.3,2.3,16.5,2.5,29.9,0.4,4.3,74.0,47.8,50408,23602,16.7,95847,157.3
237,Tehama,CA,17.8,24.0,6.2,13.5,81.1,3.4,1.4,1.0,24.1,0.2,3.4,90.7,69.4,41924,20439,19.7,63067,21.5
238,Trinity,CA,24.0,16.9,4.9,21.3,91.3,5.3,0.9,0.5,7.3,0.2,5.2,87.9,82.6,36890,22905,19.2,13170,4.3
239,Tulare,CA,10.4,31.6,8.9,13.3,68.0,2.8,4.0,2.2,62.9,0.2,2.4,88.3,30.3,42708,17894,26.2,458198,91.7
240,Tuolumne,CA,23.5,16.8,4.2,19.5,89.1,2.2,1.3,2.1,11.5,0.2,3.3,90.8,81.1,48426,25943,14.5,53831,24.9
241,Ventura,CA,13.6,24.2,6.4,31.4,82.8,1.9,7.5,2.2,42.0,0.3,3.3,84.8,46.6,76544,32930,11.1,846178,446.7
242,Yolo,CA,11.5,21.7,5.8,37.9,84.3,1.8,13.8,3.0,31.5,0.6,5.0,75.9,48.3,55918,27730,19.1,207590,197.9
243,Yuba,CA,11.4,27.8,8.1,13.7,79.0,3.0,7.3,4.0,27.2,0.5,5.9,79.4,56.6,44902,19244,21.6,73966,114.2
244,Adams,CO,9.6,27.7,7.6,20.9,81.4,2.1,4.1,3.7,38.8,0.2,2.9,87.0,51.9,56270,24195,14.2,480718,378.2
245,Alamosa,CO,12.6,23.9,7.7,24.2,84.7,5.5,1.6,1.9,45.5,0.3,3.0,87.8,49.5,34520,19487,26.5,16177,21.4
246,Arapahoe,CO,11.9,24.5,6.5,38.8,91.4,1.1,5.6,10.9,18.8,0.2,3.7,78.3,62.1,60651,32595,12.1,618821,716.7
247,Archuleta,CO,22.9,18.3,4.9,32.9,91.7,3.3,1.1,0.5,18.6,0.1,2.4,92.7,76.9,48933,29793,9.7,12244,8.9
248,Baca,CO,25.7,21.3,6.6,17.2,87.3,2.0,0.4,1.1,10.5,0.0,2.1,94.4,85.5,38829,22318,15.2,3645,1.5
249,Bent,CO,16.9,16.2,3.7,8.8,79.4,3.2,1.3,7.2,31.8,0.1,1.7,86.5,58.0,37340,15081,19.1,5630,4.3
250,Boulder,CO,12.2,20.3,5.0,58.3,93.9,0.8,4.5,1.1,13.8,0.1,2.6,90.8,78.3,67956,38011,14.2,313333,405.6
251,Broomfield,CO,12.2,24.7,6.0,47.5,94.9,0.8,6.3,1.4,12.0,0.1,2.5,88.8,78.0,77998,37442,7.1,62138,1691.9
252,Chaffee,CO,23.0,15.8,4.0,33.9,91.1,1.5,0.8,1.7,10.2,0.1,1.5,94.4,85.4,46504,27182,8.0,18363,17.6
253,Cheyenne,CO,18.2,25.0,8.3,21.3,87.0,1.3,0.6,0.7,12.7,0.1,1.0,96.3,84.3,51641,23647,7.2,1871,1.0
254,Clear Creek,CO,17.9,15.4,3.8,39.8,96.6,1.2,0.8,0.9,5.5,0.1,1.6,95.3,90.7,67259,41716,10.2,9187,23.0
255,Conejos,CO,17.4,27.1,6.5,19.1,82.6,3.7,0.6,0.7,54.1,0.2,2.3,92.5,43.5,34526,17316,19.4,8265,6.4
256,Costilla,CO,25.8,18.2,3.9,19.5,76.5,5.6,1.4,1.9,64.3,0.4,2.4,88.3,32.0,29145,20742,22.2,3568,2.9
257,Crowley,CO,13.0,14.3,4.3,12.3,75.2,3.4,1.4,9.3,30.3,0.1,1.8,84.0,56.4,31477,17187,29.1,5360,7.4
258,Custer,CO,29.0,14.6,2.5,32.7,94.6,0.8,0.6,1.2,5.3,0.0,1.6,95.9,91.2,32427,25761,14.6,4361,5.8
259,Delta,CO,23.5,20.9,5.1,18.3,87.8,1.3,0.8,0.7,14.7,0.1,1.8,95.2,82.2,42078,24771,15.5,29870,27.1
260,Denver,CO,10.9,20.9,6.8,42.9,85.4,2.0,3.8,10.2,30.8,0.2,3.1,80.7,53.4,50313,33251,19.1,663862,3922.6
261,Dolores,CO,22.0,20.4,4.9,18.4,88.8,3.6,0.3,0.3,5.1,0.1,2.6,93.2,88.6,37750,22880,14.9,1978,1.9
262,Douglas,CO,9.9,28.3,6.3,55.8,97.5,0.5,4.3,1.4,8.3,0.1,2.4,91.3,83.9,101591,43634,3.9,314638,339.7
263,Eagle,CO,8.1,23.2,6.1,47.0,88.7,1.4,1.2,1.0,30.0,0.1,1.2,95.1,67.1,74456,39497,10.9,52921,31.0
264,Elbert,CO,13.9,22.5,3.9,29.6,96.6,0.8,1.0,0.8,6.4,0.2,1.9,95.4,89.7,82118,36077,6.5,24195,12.5
265,El Paso,CO,11.5,25.1,6.9,35.2,93.6,1.3,3.0,7.0,16.3,0.4,4.6,83.7,70.3,57125,28867,12.4,663519,292.6
266,Fremont,CO,20.3,16.5,4.0,15.6,84.1,1.9,0.8,4.0,13.0,0.1,1.7,91.5,79.4,39943,18954,17.6,46502,30.5
267,Garfield,CO,10.7,25.9,7.1,26.6,85.2,1.8,0.8,1.2,28.1,0.2,1.9,94.2,68.8,57022,26603,11.9,57461,19.1
268,Gilpin,CO,13.2,18.7,3.8,29.1,94.4,1.2,1.5,1.8,6.4,0.3,2.2,93.1,87.4,63885,38022,10.8,5851,36.3
269,Grand,CO,13.9,18.4,4.2,32.8,94.4,0.8,0.9,0.5,8.0,0.1,2.0,95.6,88.8,64664,31684,11.1,14546,8.0
270,Gunnison,CO,11.2,17.9,4.8,54.5,93.3,2.5,0.7,0.5,9.3,0.0,1.8,94.5,87.5,52332,27654,17.7,15725,4.7
271,Hinsdale,CO,25.7,18.7,6.2,42.2,93.8,1.1,0.6,0.5,3.7,0.0,1.8,95.9,92.6,56667,36365,5.1,786,0.8
272,Huerfano,CO,29.7,15.5,3.8,28.0,84.7,5.4,1.1,1.0,34.4,0.2,3.0,89.3,61.7,33298,24058,20.6,6462,4.2
273,Jackson,CO,20.9,17.8,3.4,22.2,88.7,1.7,0.4,0.1,11.0,0.0,1.9,95.9,86.3,43606,25936,8.9,1396,0.9
274,Jefferson,CO,14.7,20.9,5.3,40.7,93.7,1.2,2.8,1.3,15.2,0.1,2.3,92.2,78.8,68984,36087,8.6,558503,699.5
275,Kiowa,CO,24.1,20.5,6.4,20.6,92.2,0.9,0.0,0.7,6.3,0.3,1.5,96.6,91.4,40813,22482,17.4,1402,0.8
276,Kit Carson,CO,17.2,22.5,6.2,13.5,84.0,1.1,0.6,2.5,19.3,0.2,1.5,94.1,76.1,44157,21850,13.8,8072,3.8
277,Lake,CO,11.0,23.1,6.5,28.1,86.8,2.6,0.6,0.7,37.8,0.1,2.2,93.9,59.2,44610,25029,14.3,7357,19.4
278,La Plata,CO,14.2,19.4,5.1,41.4,94.2,6.8,0.8,0.6,12.6,0.1,2.5,89.2,79.2,58080,30151,11.4,53989,30.3
279,Larimer,CO,13.9,20.5,5.4,43.8,94.4,1.0,2.2,1.1,11.1,0.1,2.4,93.2,83.5,58626,30740,14.1,324122,115.4
280,Las Animas,CO,22.3,19.0,5.1,16.3,84.3,3.5,1.1,1.8,42.5,0.1,2.1,91.4,52.7,42261,22180,17.8,14052,3.2
281,Lincoln,CO,17.4,19.7,5.6,15.6,81.5,1.1,1.0,5.6,13.4,0.1,1.7,90.6,78.4,41910,19703,13.7,5510,2.1
282,Logan,CO,15.7,18.8,5.0,15.8,88.7,1.6,0.9,4.3,16.1,0.1,1.5,91.6,76.9,40415,22581,17.6,22524,12.4
283,Mesa,CO,16.9,22.4,6.3,25.7,89.6,1.5,0.9,1.0,14.1,0.1,2.2,94.2,82.0,49471,26700,14.7,148255,44.1
284,Mineral,CO,26.5,12.6,4.7,39.3,96.5,0.9,0.4,0.4,4.4,0.0,1.1,97.1,92.8,47083,42255,6.4,698,0.8
285,Moffat,CO,12.9,25.9,6.9,15.6,89.2,1.5,0.8,0.5,14.3,0.1,1.9,95.2,82.2,53231,24577,11.5,12928,2.9
286,Montezuma,CO,19.1,22.7,6.2,27.3,89.9,13.0,0.9,0.5,12.2,0.1,2.4,83.1,73.2,43188,23548,19.3,25772,12.6
287,Montrose,CO,21.3,22.5,5.6,24.5,85.7,1.8,0.8,0.7,20.2,0.3,2.0,94.3,76.5,45718,22897,16.0,40873,18.4
288,Morgan,CO,15.4,26.4,7.6,15.1,78.8,1.6,0.7,3.1,35.3,0.3,1.5,92.8,60.1,43774,20680,13.3,28328,22.0
289,Otero,CO,19.0,24.3,6.5,15.5,83.0,3.6,0.9,1.2,41.0,0.2,2.7,91.4,55.4,33848,19078,25.2,18488,14.9
290,Ouray,CO,24.6,17.0,3.4,47.5,98.4,0.5,0.6,0.2,5.5,0.1,1.8,96.8,91.9,64601,33015,5.6,4629,8.2
291,Park,CO,16.2,16.7,3.7,32.0,95.6,1.3,1.1,0.6,6.2,0.0,2.3,94.6,89.5,61570,31504,9.1,16345,7.4
292,Phillips,CO,20.8,24.0,6.1,16.8,85.6,0.8,0.6,1.0,20.6,0.1,1.4,96.1,76.6,43011,20720,19.9,4363,6.5
293,Pitkin,CO,15.6,16.3,3.7,56.8,96.0,0.5,1.4,0.8,9.9,0.1,1.5,95.7,86.5,72745,51814,10.1,17626,17.7
294,Prowers,CO,16.1,26.2,6.9,14.1,79.2,1.8,0.4,0.8,36.4,0.0,1.7,95.3,61.0,34391,18941,23.3,12034,7.7
295,Pueblo,CO,17.1,23.2,6.0,21.5,87.1,3.0,1.0,2.5,42.5,0.2,2.5,90.8,52.9,41777,21940,19.1,161875,66.7
296,Rio Blanco,CO,13.7,24.6,6.8,23.1,91.3,1.5,0.5,1.1,11.1,0.1,2.4,94.2,84.1,60128,27586,14.9,6707,2.1
297,Rio Grande,CO,18.6,23.9,6.3,20.3,84.1,3.3,0.5,0.7,44.2,0.0,2.0,93.4,53.0,38993,20557,19.2,11607,13.1
298,Routt,CO,12.3,19.2,4.4,48.0,96.9,0.6,0.8,0.6,7.0,0.1,1.5,96.4,90.1,62002,34873,9.1,23865,10.0
299,Saguache,CO,18.9,22.5,6.4,23.8,78.0,3.0,0.9,0.8,38.3,0.0,2.7,92.7,57.4,34600,20726,24.7,6196,1.9
300,San Juan,CO,20.4,13.6,2.1,24.8,94.4,1.0,1.3,0.1,14.2,0.0,2.8,94.9,82.1,39583,24711,17.1,720,1.8
301,San Miguel,CO,10.4,18.9,4.7,53.5,96.1,1.4,0.9,0.7,9.6,0.1,1.6,95.3,87.1,63594,40827,10.6,7840,5.7
302,Sedgwick,CO,24.4,20.3,5.2,15.0,86.8,1.0,1.4,0.5,15.1,0.0,1.7,95.4,82.1,40221,21536,18.9,2348,4.3
303,Summit,CO,10.8,16.3,4.6,47.7,95.7,1.1,1.0,1.0,14.7,0.1,1.4,95.4,82.3,63697,34025,13.7,29404,46.0
304,Teller,CO,18.0,18.5,3.8,31.6,93.6,1.2,0.9,0.7,6.2,0.1,2.4,94.7,89.6,59040,31075,7.0,23389,41.9
305,Washington,CO,20.8,22.0,5.1,18.5,90.4,0.3,0.4,0.8,9.5,0.1,1.4,97.0,88.0,44683,24977,13.1,4780,1.9
306,Weld,CO,11.1,26.9,7.3,25.9,85.6,1.7,1.5,1.4,28.8,0.2,2.1,93.1,66.7,57180,25468,14.7,277670,63.4
307,Yuma,CO,17.4,26.5,7.5,17.7,88.0,0.8,0.5,0.4,21.9,0.2,0.8,97.3,76.6,44308,22498,8.2,10202,4.2
308,Fairfield,CT,14.4,23.6,5.7,44.8,89.0,0.5,5.5,12.2,18.7,0.1,2.0,79.8,63.8,82283,48721,9.1,945438,1467.2
309,Hartford,CT,15.6,21.7,5.4,34.9,88.1,0.5,5.1,15.2,17.0,0.1,2.3,76.8,63.4,64967,34698,11.6,897985,1216.2
310,Litchfield,CT,18.4,19.4,4.2,33.4,91.3,0.3,1.8,1.8,5.5,0.1,1.6,94.4,89.9,71338,37667,6.4,184993,206.3
311,Middlesex,CT,17.7,19.4,4.5,39.1,93.8,0.2,3.0,5.4,5.8,0.1,1.9,89.4,84.6,76994,39992,6.4,164943,448.6
312,New Haven,CT,15.6,21.1,5.3,32.9,88.3,0.5,4.2,14.2,16.8,0.1,2.2,78.8,65.0,61996,32523,12.4,861277,1426.7
313,New London,CT,16.0,20.3,5.1,31.3,90.5,1.1,4.5,6.9,9.9,0.2,3.5,83.9,76.3,66583,33782,8.7,273676,412.2
314,Tolland,CT,14.0,18.5,4.0,36.9,93.0,0.2,4.1,3.6,5.0,0.1,1.8,90.3,86.2,80529,34392,6.5,151367,372.2
315,Windham,CT,14.7,20.7,5.2,22.3,86.8,0.6,1.4,2.9,10.9,0.1,2.2,92.8,83.8,59333,27893,11.4,116998,230.9
316,Kent,DE,15.6,23.6,6.5,21.4,85.2,0.7,2.3,25.2,6.9,0.1,3.4,68.3,63.3,55149,24851,12.9,171987,276.9
317,New Castle,DE,13.8,22.2,6.1,33.8,89.4,0.4,5.2,24.9,9.4,0.1,2.3,67.1,59.5,64537,32406,10.7,552778,1263.2
318,Sussex,DE,24.2,19.5,5.6,22.2,85.6,1.2,1.2,12.8,9.3,0.1,2.1,82.5,75.0,52710,26908,13.4,210849,210.6
319,District of Columbia,DC,11.3,17.5,6.5,52.4,88.4,0.6,4.0,49.0,10.4,0.2,2.6,43.6,35.8,65830,45290,18.6,658893,9856.6
320,Alachua,FL,12.5,18.1,5.6,40.5,91.2,0.3,5.9,20.5,9.1,0.1,2.6,70.6,62.6,42149,24857,24.9,256380,282.7
321,Baker,FL,12.9,24.8,6.3,10.0,80.1,0.4,0.7,13.5,2.4,0.0,1.6,83.9,81.9,49236,19852,17.3,27093,46.3
322,Bay,FL,16.1,21.6,6.1,21.1,87.0,0.8,2.3,11.3,5.7,0.1,3.1,82.4,77.7,47461,24498,14.7,178985,222.6
323,Bradford,FL,17.6,20.2,5.8,9.2,75.5,0.4,0.5,19.1,3.8,0.1,1.7,78.2,74.9,40259,17749,18.2,26702,97.0
324,Brevard,FL,22.6,18.7,4.6,26.3,90.2,0.5,2.4,10.7,9.3,0.1,2.5,83.8,75.8,48039,27009,13.5,556885,535.0
325,Broward,FL,15.3,21.5,5.8,29.9,87.8,0.4,3.7,28.9,27.5,0.1,2.1,64.9,39.8,51251,28205,14.3,1869235,1444.9
326,Calhoun,FL,17.3,20.8,5.5,7.8,73.5,1.3,0.8,13.6,5.8,0.2,2.2,81.8,76.8,32780,14675,23.5,14532,25.8
327,Charlotte,FL,37.7,13.0,3.1,21.2,88.8,0.3,1.4,6.2,6.7,0.1,1.5,90.5,84.7,44378,26286,12.6,168474,235.2
328,Citrus,FL,35.2,15.0,3.8,16.6,86.0,0.4,1.6,3.1,5.2,0.0,1.5,93.3,88.7,39100,23148,16.8,139377,242.8
329,Clay,FL,14.2,24.2,5.5,24.0,90.2,0.5,3.2,10.9,9.2,0.2,2.9,82.4,74.8,59482,26577,9.8,199798,315.8
330,Collier,FL,29.4,18.3,4.8,31.7,85.8,0.5,1.4,7.2,26.7,0.1,1.1,89.7,64.3,55843,36439,14.1,348777,160.9
331,Columbia,FL,17.3,21.8,5.9,13.3,82.6,0.5,1.1,18.5,5.6,0.1,1.8,78.0,73.1,38070,19306,19.8,67857,84.7
332,DeSoto,FL,19.7,20.9,5.5,10.6,71.3,1.1,0.8,13.2,30.5,0.2,1.2,83.5,55.2,34963,15088,29.6,35012,54.7
333,Dixie,FL,22.0,19.1,5.6,8.4,78.5,0.4,0.4,9.1,3.7,0.0,1.5,88.5,85.1,33981,16851,17.4,15907,23.3
334,Duval,FL,12.8,22.9,6.8,26.4,87.9,0.4,4.7,30.1,8.6,0.1,2.7,62.0,55.0,48323,26143,16.9,897698,1133.9
335,Escambia,FL,15.7,20.8,6.0,23.7,87.9,0.9,3.1,22.8,5.5,0.2,3.1,69.9,65.5,43918,23441,18.1,310659,453.4
336,Flagler,FL,28.4,18.1,4.2,23.3,90.2,0.4,2.4,11.5,9.8,0.1,1.9,83.7,75.3,47233,24497,16.6,102408,197.1
337,Franklin,FL,20.1,16.6,4.3,14.4,79.3,0.6,0.7,14.4,5.1,0.1,1.5,82.7,78.0,38328,19843,20.6,11815,21.6
338,Gadsden,FL,15.5,22.2,6.1,14.9,77.2,0.6,0.7,55.2,10.5,0.2,1.1,42.3,33.2,35380,17615,26.5,46281,89.8
339,Gilchrist,FL,19.4,20.4,5.3,11.1,79.8,0.7,0.5,5.7,5.2,0.1,1.2,91.7,87.1,38406,20180,24.1,16997,48.4
340,Glades,FL,26.5,17.1,4.0,12.2,78.0,5.6,0.7,14.0,21.7,0.1,1.0,78.7,60.4,34694,16011,24.5,13635,16.0
341,Gulf,FL,18.1,15.5,4.3,13.6,79.5,0.5,0.6,19.1,5.0,0.0,1.8,78.0,73.4,40455,18546,16.4,15944,28.1
342,Hamilton,FL,15.9,19.3,5.4,9.4,75.1,1.0,0.8,33.5,9.5,0.0,1.8,63.0,55.0,37716,16295,23.6,14048,28.8
